15X,15Y,20X,20Y,25X,25Y,30X,30Y,35X,35Y,40X,40Y,45X,45Y
0.815205018237204,0.000941069782356,1.04222413723997,0.000956501262576,1.29504088340214,0.000973686320093,1.57885285983406,-4.02320734297912E-05,1.88326486031504,-1.95398613170861E-05,2.30114834261894,0.001042075834703,2.73972704316806,0.000555282776865
0.78904565313239,0.010754789771133,1.01096236322097,0.009220058920197,1.27925768567879,0.009238296124093,1.53708164655898,0.01338866287226,1.86755781794862,0.006178654455088,2.25416048739428,0.016020431680629,2.72382961240932,0.011919515812257
0.737183855064331,0.017983736823119,0.948572087057598,0.02213094713215,1.22728165457533,0.019566866407471,1.48497234358091,0.027333460258928,1.83102228546234,0.017541484628643,2.20715359333039,0.031515391398453,2.69749889775141,0.026382670648122
0.669824441861397,0.025728235600625,0.906991262174837,0.030393803358852,1.18560563549641,0.030412741993667,1.45359633652651,0.038696641147942,1.78401539139845,0.033036444346467,2.12901819712213,0.051657681670608,2.64535151709487,0.041360675778588
0.633460258928214,0.032441630927091,0.870608040402421,0.037623802557217,1.14394865525672,0.040742013707964,1.41195839512606,0.04850930899034,1.75263938434406,0.04439962523548,2.09242554811816,0.064570323459858,2.613689927452,0.060472914746082
0.571393643031785,0.036570253316766,0.813472483867089,0.047952022125135,1.09195358531404,0.051587187863241,1.37014910417251,0.062971411679827,1.71619904605395,0.053179436049541,2.0299210389194,0.080580834903203,2.57698304541264,0.076485179766724
0.524767525752535,0.041733135596617,0.730539300172352,0.058278488115756,1.03997755421059,0.061915758146619,1.30258026373803,0.076398553048218,1.6744468716181,0.066091727123332,1.9830283778909,0.092976171389635,2.54040943524791,0.088881217684076
0.436827127339773,0.047926419896589,0.652803719587959,0.067572097078039,0.993180087378252,0.071728075273558,1.25563048619183,0.090343701150347,1.64310894224217,0.076421700268548,1.93086195839513,0.108470780392,2.50884303980119,0.105410437292076
0.364441460579582,0.052054340855345,0.544072908733817,0.077896809491362,0.946420698224378,0.0805071846567,1.1984949296565,0.100671920718265,1.58580203615375,0.091399354683555,1.86837648803559,0.123964687963445,2.45661950378773,0.122454857910137
0.286915307226742,0.055665307226743,0.409677742594894,0.084603541224097,0.899737464427432,0.087219878552247,1.14128321776424,0.113066555773779,1.53890937512526,0.103794691169987,1.81622910737905,0.138942693093912,2.41473405747725,0.138983376087218
0.183648643232194,0.057724708405147,0.234120606036314,0.088207844001764,0.801287626758588,0.098578500140286,1.07371437732975,0.12649369714217,1.48676199446872,0.118772696300453,1.73809371117079,0.159084983366067,2.33128682512325,0.163258146619103
0.044303378892942,0.058748446831536,0.089615816265181,0.089231231712694,0.707940198003928,0.111487284059481,0.980328870896629,0.140435688805163,1.41919315403423,0.132199837668845,1.66527015110826,0.175094793378492,2.22703014148864,0.192180949136238
,,-0.00327468034791,0.089741522706321,0.630356928133392,0.116648062046575,0.897433764880356,0.149728947051986,1.36712192873462,0.145111427311716,1.59762515531685,0.190588350234478,2.15416850374765,0.209223966892461
,,,,0.55281173594132,0.120775632289871,0.78876007054391,0.158503847849613,1.30989117800313,0.158022666239128,1.53523487915347,0.203499238446431,2.08140206020281,0.22368396528919
,,,,0.459787967453605,0.124902150386789,0.633574491963606,0.169342007695699,1.24237945408634,0.169899995991823,1.46770411639745,0.215893172071025,2.01885947332558,0.240727684476332
,,,,0.340966571806485,0.129026914906409,0.519817427552206,0.176050142290272,1.17498196320494,0.178677702513127,1.43126377810734,0.224672982885086,1.94613110745922,0.254154475129264
,,,,0.253064251072187,0.134186991462584,0.40084372119123,0.184307737785082,1.09718926610285,0.189521123091106,1.3327568239208,0.237581416088821,1.88364563709968,0.269648382700709
,,,,0.159964327227544,0.140379925047096,0.307743797346587,0.190500671369594,1.00915367349393,0.198297426750571,1.24474027015111,0.245841115876388,1.81086015471562,0.284624984969337
,,,,0.056564391358371,0.146055553328791,0.193986732935188,0.197208805964167,0.900518056835945,0.206039119804401,1.11042125936911,0.250481432121528,1.73285803038198,0.301151048138202
,,,,-0.000304621427712,0.149151318690128,0.00776784640667,0.21011127700509,0.781620505831897,0.212230299811616,1.00205218646038,0.250990670968776,1.63947252394886,0.315093039801194
,,,,,,,,0.64718726201451,0.219970239288148,0.888161850174356,0.26131503266664,1.4997655216642,0.325932251793659
,,,,,,,,0.574706401058159,0.226681179606397,0.7742524750491,0.272155998236402,1.35006312878272,0.327988496532927
,,,,,,,,0.466070784400177,0.234422872660227,0.660381177602309,0.281963756062367,1.19506793859473,0.333660617660026
,,,,,,,,0.367811335123652,0.24061545552928,0.520731291835344,0.291253156439136,1.05537997514931,0.343983225780592
,,,,,,,,0.259194757304902,0.247840544711211,0.355359934265902,0.298474387751012,0.941527716541745,0.353274379734659
,,,,,,,,0.176471000841717,0.252484368110946,0.195205218646038,0.304146158162652,0.837899314601788,0.365149254479138
,,,,,,,,0.083371076997074,0.258677301695459,0.004112389274119,0.309299220409636,0.708549440859353,0.374955960158724
,,,,,,,,0.011004449076115,0.262288618782316,,,0.589556695659145,0.383730159525432
,,,,,,,,,,,,0.470678183494329,0.389404735660748
,,,,,,,,,,,,0.22808529399976,0.391971271393643
,,,,,,,,,,,,0.068159044450679,0.391443795342499
